Violation Type,Violation Section,Violation Description,classification,Charge Level,charge_rows,distinct_source_ids
PC,647.6,ANNOY/MOLEST CHILDREN UNDER 18 (M),other,MISDEMEANOR,1,1
PC,647(J)(2),DISORDERLY CONDUCT:PEEPING W/CAMERA UNDER/THRU CLOTHES (M),other,MISDEMEANOR,1,1
PC,289E,SEX PENETRATION:FOREIGN OBJECT:VIC DRUGGED (F),ambiguous_related,FELONY,1,1
PC,289E,SEX PENETRATION:FOREIGN OBJECT/ETC:VICTIM DRUGGED/ETC,ambiguous_related,FELONY,1,1
PC,289C,SEX PEN W/FOREIGN OBJ/ETC:NO CONSENT:VICT/ DEFNDNT:MNTL FACILITY (F),ambiguous_related,FELONY,1,1
PC,289(I),SEXUAL PENETRATION:FOREIGN OBJECT:VIC UNDER 16 YEARS (F),ambiguous_related,FELONY,1,1
PC,289(I),SEXUAL PENETRATION W/FOREIGN OBJECT W/VICTIM UNDER 16 YRS,ambiguous_related,FELONY,1,1
PC,504,EMBEZZLE PROPERTY BY PUBLIC/PRIVATE OFFICER OVER $400,other,FELONY,1,1
PC,498(B)(5),THEFT OF UTILITY SVCS BENEFIT UNDER $950,other,MIS,1,1
PC,496(A),RECEIVE/ETC KNOWN STOLEN PROPERTY [$950 OR LESS],other,MISDEMEANOR,1,1
PC,496(A),RECEIVE/ETC KNOWN STOLEN PROPERTY [$950 OR LESS],other,MIS,1,1
PC,496(A),RECEIVE/ETC KNOWN STOLEN PROPERTY,other,FEL,1,1
PC,490.4(A)(4),RECRUIT/ORGANIZE/MANAGE ANOTHER FOR RETAIL THEFT (M),other,MISDEMEANOR,1,1
PC,33215,MFG/IMPORT/ETC SHORT BARRELED RIFLE (M),other,MISDEMEANOR,1,1
PC,32900,MANUFACTURE/SALE/POSSESSION MULTIBURST TRIGGER ACTIVATOR (F),other,FELONY,1,1
PC,32310(C),POSSESS LARGE CAPACITY MAGAZINE,other,MIS,1,1
PC,32310(A),MANUFACTURE/SALE/POSSESS/ETC LARGE CAPACITY MAGAZINE,other,FELONY,1,1
PC,287(D)(2),ORAL COPULATION IN CONCERT: FORCE OR FEAR: VIC UNDER 14 (F),ambiguous_related,FELONY,1,1
PC,666,PETTY THEFT W/PR JAIL TERM (All Other Larceny) (F),other,FELONY,1,1
PC,653T(A),DISRUPT CB EMERGENCY TRANS (M),other,MISDEMEANOR,1,1
PC,653M(B),REPEATED PHONE CALLS INT TO HARASS/ANNOY (M),ambiguous_related,MISDEMEANOR,1,1
PC,653M(B),ANNOYING REPEATED PHONE CALLS RESIDENCE - INTIMIDATION (M),ambiguous_related,MISDEMEANOR,1,1
PC,653M(B),ANNOYING REPEATED PHONE CALLS RESIDENCE (M),ambiguous_related,MISDEMEANOR,1,1
PC,653G,LOITER WHERE CHILDREN PRESENT (M),other,MISDEMEANOR,1,1
PC,666.1(A)(1),PETTY THEFT (PURSE SNATCH) W/2+ PRIOR CONVICTIONS (M),other,MISDEMEANOR,1,1
PC,666.1(A)(1),GRAND THEFT (MOT VEH PARTS) W/2+ PRIOR CONVICTIONS (F),other,FELONY,1,1
PC,666.1,PETTY THEFT W/ 2 PRIOR CONVICTIONS,other,FEL,1,1
PC,666,PETTY THEFT W/PR JAIL TERM (Theft From Mot Veh) (F),other,FELONY,1,1
PC,666,PETTY THEFT W/PR JAIL TERM (Mot Veh Theft) (F),other,FELONY,1,1
MC,09.36.060,SOLICITING PERSONS IN MOVING VEHICLES PROHIBITED (M),other,MISDEMEANOR,1,1
MC,09.28.030,SLEEP OR RECLINE IN PARKED VEHICLE LONGER THAN TWO HOURS PROHIBITED (I),other,INFRACTION,1,1
MC,09.28.020,"CAMP, LODGE, SLEEP, TARRY OVERNIGHT ON PRIVATE PROPERTY W/O OWNER CONSENT (I)",other,INFRACTION,1,1
LC,3700.5,FAILURE TO SECURE PAYMENT OF COMPENSATION (M),other,MISDEMEANOR,1,1
HS,12700(B)(3),"POSSESS DANGEROUS F/WORKS NOT LESS THAN 100/MORE 5,000 PDS (F)",other,FELONY,1,1
HS,12305,POSS EXPLOSIVE ILLEGALLY,other,FELONY,1,1
HS,120295,VIOLATE REGS REQUIRING ISOLATION OR QUARANTINE (M),other,MISDEMEANOR,1,1
PC,288.7(B),ORAL COPULATION:VICTIM UNDER 10 YEARS OF AGE (F),ambiguous_related,FELONY,1,1
PC,288.2(A),HARMFUL MATTER SENT: INTENT OF SEDUCTION OF MINOR (F),ambiguous_related,FELONY,1,1
PC,287(I),ORAL COPULATION:VIC INTOXICATED (F),ambiguous_related,FELONY,1,1
PC,498(D),THEFT OF UTILITY SERVICES [OVER $950] (F),other,FELONY,1,1
HS,11383(A),POSS SUBS W/INTENT TO MFG METHAMPHETAMINE (F),other,FELONY,1,1
PC,32310(A),MANUFACTURE/SALE/POSSESS/ETC LARGE CAPACITY MAGAZINE,other,FEL,1,1
PC,31500,MANUFACTURE/SALE/POSSESS UNCONVENTIONAL PISTOL (F),other,FELONY,1,1
PC,314.1,INDECENT EXPOSURE AFTER ILLEGAL ENTRY OCCUPIED DWELLING (F),other,FELONY,1,1
PC,314(1),INDECENT EXPOSURE AFTER ILLEGAL ENTRY OCCUPIED DWELLING (F),other,FELONY,1,1
PC,314(1),INDECENT EXPOSURE,other,MISDEMEANOR,1,1
PC,31360(A),VIOLENT FELON POSSESS/OWN/PURCHASE BODY ARMOR,other,FEL,1,1
PC,311.4(A),USE MINOR FOR OBSCENE MATTER W/PR (F),other,FELONY,1,1
PC,311.2(A),SEND/POSS OBSCENE MATTER (M),other,MISDEMEANOR,1,1
PC,490.4 (A)(1),THEFT OF MERCHANDISE W/ INTENT TO SELL/EXCHANGE: OVER $950 (F),other,MISDEMEANOR,1,1
PC,488,PETTY THEFT(SHOPLIFT),other,MIS,1,1
PC,488,PETTY THEFT(Pocket Picking) (M),other,MISDEMEANOR,1,1
PC,488,PETTY THEFT(FROM BUILDING),other,MISDEMEANOR,1,1
PC,488,PETTY THEFT(All Other Larceny),other,MISDEMEANOR,1,1
PC,69,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH SERIOUS INJURY,other,FELONY,1,1
PC,666.1(A)(1),PETTY THEFT W/2 PRIOR CONVICTIONS (F),other,FELONY,1,1
PC,11375.5(A),SELL/DIST/ADMIN/ETC SYNTHETIC STIMULANT COMPUNDS/DERIVATIVE (M),other,MISDEMEANOR,1,1
MT,13.5O,URINATE/DEFECATE UPON UNAUTHORIZED LOCATION (I),other,INFRACTION,1,1
MT,13.4D,SPITTING ON OR IN TRANSIT VEHICLE (I),other,INFRACTION,1,1
MC,9.72.020A,MINOR CONSUME ALCOHOL OR CONTROLLED SUBSTANCE - PUBLIC (M),other,MISDEMEANOR,1,1
MC,9.68.060,POSSESS OPEN CONTAINER ON PRIVATE PROP WHERE POSTED SIGNS PROHIBIT POSSESSION,other,MISDEMEANOR,1,1
MC,9.60.030(B),LOITER OR REMAIN AT BUS DEPOT OR TROLLEY STATION AFTER BEING ASKED TO LEAVE,other,MISDEMEANOR,1,1
MC,9.54.040B,CONSUMPTION OF ALCOHOL BY MINOR IN NON-PUBLIC PLACE PROHIBITED (M),other,MISDEMEANOR,1,1
MC,9.48.040,CITY PARKS - NO ONE ALLOWED BETWEEN SUNSET/SUNRISE OR WHEN CLOSED (I),other,INFRACTION,1,1
PC,487B,GRAND THEFT:CONVERT REAL PROPERTY [OVER $950] (F),other,FELONY,1,1
PC,827.1,MISDEMEANOR ARREST WARRANT (M),other,MISDEMEANOR,1,1
PC,76(A),THREATEN/ETC ELECTED OFFICIAL/JUDGE/ETC (M),other,FELONY,1,1
PC,71(A)(1),THREATEN SCHOOL/PUBLIC OFCR/EMPLOYEE,other,FEL,1,1
PC,71,THREATEN SCHOOL/PUBLIC OFFICER/EMPLOYEE,other,FELONY,1,1
PC,69(A),THREATEN EXECUTIVE OFFICER WITH VIOLENCE,other,FEL,1,1
HS,11550(E),UNDER INFL OF SPEC CONT SUBS:POSS FIREARM,other,FELONY,1,1
HS,11383.5(B)1,POSSESS CHEMICALS WITH INTENT TO MANUFACTURE METHAMPHETAMINE (F),other,FELONY,1,1
PC,20310,MANUFACTURE/SALE/POSSESS/ETC AIR GAUGE KNIFE (F),other,FELONY,1,1
PC,20170(A),NO PERSON MAY OPENLY DISPLAY/EXPOSE ANY IMITATION FIREARM IN A PUBLIC SPACE (M),other,MISDEMEANOR,1,1
PC,19200(B),REPLICA HANDGRENADE (M),ambiguous_related,INFRACTION,1,1
PC,22210,"MFG/ETC LEADED CANE/BILLY/SAP, ETC (F)",other,FELONY,1,1
PC,220(A)(1),ASSAULT W/INTENT TO COMMIT SEX ACT FELONY (W/INJ OR WEAPON) (F),ambiguous_related,FELONY,1,1
PC,220(A),ASSAULT W/INTENT TO COMMIT FELONY (W/INJ OR WEAPON) (F),ambiguous_related,FELONY,1,1
PC,220(A),ASSAULT W/INTENT TO COMMIT FELONY (NO/INJ OR WEAPON) (F),ambiguous_related,FELONY,1,1
PC,286G,SODOMY:VIC INCAPABLE OF GIVING CONSENT (F),ambiguous_related,FELONY,1,1
PC,286F,SODOMY:VIC UNCONSCIOUS OF THE NATURE OF THE ACT (F),ambiguous_related,FELONY,1,1
PC,286B1,SODOMY W/PERSON UNDER 18 YEARS (F),ambiguous_related,FELONY,1,1
PC,286(C)(2)(B),SODOMY BY FORCE/VIOLENCE/FEAR VICTIM UNDER 14 YEARS (F),ambiguous_related,FELONY,1,1
HS,11379.6(B),OFFERS TO MFR/ETC CONTROLLED SUBS (F),other,FELONY,1,1
HS,11379.6(A),MFR CONTROLLED SUBS,other,FELONY,1,1
HS,11377(B)(2),UNLAWFUL POSSESSION OF KETAMINE (M),other,MISDEMEANOR,1,1
PC,487H(A),GRAND THEFT: CARGO OVER $950 (F),other,FELONY,1,1
PC,11411(B),TERRORIZE:PLACE SYMBOL ON PRIV PROP (M),other,MISDEMEANOR,1,1
HS,11370.9(B),CONCEAL/ETC PROFIT/ETC:CONTROLLED SUBS (F),other,FELONY,1,1
VC,10855,EMBEZZLE RENTED AUTO(OVER $200),other,FELONY,1,1
VC,10851,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,other,FELONY,1,1
SMMC,10.32.040(A),Posses open alcoholic container in public,other,MIS,1,1
PC,836.6(B),ESCAPE/ATT ESCAPE AFTER ARREST W/FORCE CAUSING SER INJ (F),other,FELONY,1,1
PC,27520,SELL/ETC CONCEALABLE/ETC FIREARM TO UNDERAGED PERSON (F),other,FELONY,1,1
PC,273AB(A),CUSTODIAN/ETC ASSAULT CHILD -8:RESULT:GREAT BODILY INJ/DEATH (F),ambiguous_related,FELONY,1,1
PC,273A(A),WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH,ambiguous_related,FELONY,1,1
PC,22610(A),FELON POSSESS/BUY/USE STUN GUN,other,MIS,1,1
PC,22610(A),FELON BUY/POSSESS/USE STUN GUN (M),other,MISDEMEANOR,1,1
PC,487(C),GRAND THEFT FROM PERSON,other,FELONY,1,1
PC,487(A),GRAND THEFT (SHOPLIFTING),other,FELONY,1,1
PC,487(A),GRAND THEFT (MOT VEH THEFT),other,FEL,1,1
PC,485,APPROPRIATE LOST PROPERTY ($950 OR LESS),other,MISDEMEANOR,1,1
PC,337U(C),CLAIM MONEY W/INTENT TO DEFRAUD (M),other,MISDEMEANOR,1,1
PC,20410,MANUFACTURE/SALE/POSSESS/ETC BELT BUCKLE KNIFE (F),other,FELONY,1,1
PC,19200(A),REPLICA HANDGRENADE (I),ambiguous_related,INFRACTION,1,1
PC,191.5B,VEHICULAR MANSLAUGHTER W/INTOXICATED WITHOUT GROSS NEGLIGENCE (F),other,FELONY,1,1
PC,485,APPROPRIATE LOST PROPERTY ($950 OR LESS),other,MIS,1,1
PC,484J,PUBLISH ACCESS CARD NUMBER TO DEFRAUD (M),other,MISDEMEANOR,1,1
PC,12022.6(A)2,FEL LOSS EXCEEDS $200000 (BAIL+),other,OTHER,1,1
PC,12022.5(A),USE FIREARM IN ANY FELONY (BAIL+),other,OTHER,1,1
PC,12022(C),CERTAIN DRUG VIOL WITH FIREARM (BAIL+),other,OTHER,1,1
PC,12022(B),COMMIT FEL WITH DANGEROUS WEAPON (BAIL+),other,OTHER,1,1
PC,115(A),OFFER FALSE/FORGED INSTRUMENT TO FILE,other,FELONY,1,1
PC,273.5(F)(1),INFLICT CORPORAL INJURY ON SPOUSE/COHAB/GRLFRND W/PRIORS,core_dv,FEL,1,1
PC,272,CONTRIBUTE TO THE DELINQUENCY OF A MINOR,other,MISDEMEANOR,1,1
PC,269(A)(4),AGGRAVATED SEXUAL ASSAULT:MINOR:ORAL COP/ETC:FORCE FEAR/ETC (F),ambiguous_related,FELONY,1,1
PC,269(A)(4),AGGRAVATED SEXUAL ASSAULT:MINOR UNDER 14:ORAL COP/ETC:FORCE FEAR/ETC (F),ambiguous_related,FELONY,1,1
VC,12500(A),DRVG WITHOUT VALID DRVR'S LIC,other,INF,1,1
VC,11713J,DEALER ALLOW/MISUSE OF SPECIAL PLATES (M),other,MISDEMEANOR,1,1
VC,11700,ACT AS DEALER/MFRR/ETC W/O LIC,other,MISDEMEANOR,1,1
VC,14601.5(B),DRIVE W/LICENSE SUSPENDED/ETC WHILE DRIVING PRIVILEGE RESTRICTED,other,MISDEMEANOR,1,1
VC,14601.5(A),DRIVE W/LICENSE SUSPENDED/REVOKED FOR REFUSING CHEM TEST,other,MISDEMEANOR,1,1
VC,14601.2(A),DRIVE WHILE LICENSE SUSPENDED FOR DUI,other,MISDEMEANOR,1,1
VC,14601.1(A),DRIVE WHILE LICENSE SUSPENDED,other,MISDEMEANOR,1,1
HS,11370.4(B)(4),AMPH/METH/PCP OVER 20KG OR 400L (BAIL+),other,NOF,1,1
HS,11370.4(B)(3),AMPH/METH/PCP OVER 10KG OR 200L (BAIL+),other,NOF,1,1
HS,11370.4(A)(3),HEROIN OR COCAINE OVER 10KG (BAIL+),other,NOF,1,1
HS,11370.4(A)(2),HEROIN OR COCAINE OVER 4KG (BAIL+),other,NOF,1,1
HS,11370.4(A)(1),HEROIN OR COCAINE OVER 1KG (BAIL+),other,NOF,1,1
VC,14600A,FAIL TO NOTIFY DMV OF ADD CHANGE AFTER 10 DAYS:CDL (I),other,INFRACTION,1,1
VC,12500B,OPER MOTORCYCLE W/O PROPER LIC,other,INFRACTION,1,1
PC,22810(A),UNLAWFUL POSSESS/USE TEAR GAS OR TEAR GAS WEAPON:EX FEL/ETC,other,MIS,1,1
PC,22615(B),MISSING MANUFACTURERS SERIAL NUMBER ON STUN GUN (M),other,MISDEMEANOR,1,1
PC,22615(A),MISSING MANUFACTURERS STAMP ON THE STUN GUN (M),other,MISDEMEANOR,1,1
PC,22610(B),ADDICT POSS/ETC STUN GUN (M),other,MISDEMEANOR,1,1
PC,22610(A),FELON POSSESS/BUY/USE STUN GUN,other,MISDEMEANOR,1,1
PC,484E(D),USE/ACCESS CREDIT CARD ACCOUNT INFORMATION W/O CONSENT,other,FELONY,1,1
PC,484E(B),ACQUIRE ACCES CRD INT SELL [4 OR MORE CARDS] (F),other,FELONY,1,1
PC,484C,OBTAIN MONEY BY FALSE VOUCHER (F),other,FELONY,1,1
PC,484B,DIVERSION OF FUNDS [OVER $2350] (F),other,FELONY,1,1
PC,484.1(A),FALSE INFO TO PAWN BROKER (M),other,MISDEMEANOR,1,1
PC,484,THEFT,other,MISDEMEANOR,1,1
PC,476A(B),NONSUFFICIENT FUNDS:CHECKS W/PR (F),other,FELONY,1,1
PC,476,MAKE/PASS/PUBLISH/ETC FICTITIOUS CHECK/BILL/NOTE,other,FELONY,1,1
PC,476,MAKE/PASS/PUBLISH FICTITIOUS CHECK/BILL/NOTE,other,FEL,1,1
PC,475A,POSS BAD CHECK,other,FELONY,1,1
PC,368(D)(1),THEFT OF ELDER/DEPENDENT ADULT (LARCENY OVER $950),ambiguous_related,FEL,1,1
VC,20002(A),HIT AND RUN:PROP DAMAGE,other,MISDEMEANOR,1,1
VC,20001(B)(2),HIT AND RUN RESULTING IN PERMANENT INJURY OR DEATH(IBR 90Z),other,FELONY,1,1
VC,20001(B)(2),HIT AND RUN RESULTING IN PERMANENT INJURY OR DEATH(IBR 09A),other,FELONY,1,1
VC,20001(A),HIT AND RUN RESULTING IN DEATH OR INJURY(IBR 90Z),other,FEL,1,1
VC,14607,ALLOW UNLICD MINOR UNDER 18 TO DRIVE (I),other,INFRACTION,1,1
VC,21453A,SIGNAL LIGHTS:CIRCULAR RED,other,INFRACTION,1,1
VC,21202A,FAIL TO RIDE BICYCLE:RIGHT EDGE OF ROADWAY (I),other,INFRACTION,1,1
VC,21201A,BRAKES REQUIRED ON BICYCLE (I),other,INFRACTION,1,1
PC,266I(B)(1),PANDERING:OTHER PERSON OVER 16,other,FEL,1,1
PC,240,ASSAULT,ambiguous_related,MISDEMEANOR,1,1
PC,236.1(C),HUMAN TRAFFICKING OF VICTIM UNDER 18 YEARS OF AGE,ambiguous_related,FEL,1,1
PC,236.1(B),HUMAN TRAFFICKING: PROSTITUTION (F),ambiguous_related,FELONY,1,1
PC,236,FALSE IMPRISONMENT/FEL,ambiguous_related,FELONY,1,1
PC,236,FALSE IMPRISONMENT,ambiguous_related,MIS,1,1
PC,266H(A),PIMPING,other,FEL,1,1
PC,266,ENTICE MINOR FEMALE FOR PROSTITUTION (F),other,FELONY,1,1
VC,21201(D)(1),NO BICYCLE LIGHT,other,INFRACTION,1,1
HS,11370.2(A),NARC CRIME W/PRIOR CONVICTIONS (BAIL+),other,OTHER,1,1
PC,484I(B),ALTER ACCESS CARD ACCOUNT INFO (F),other,FELONY,1,1
PC,484I(A),POSS INCOMPLETE ACCESS CARD (M),other,MISDEMEANOR,1,1
PC,484G,THEFT BY USE OF CREDIT CARD (UNDER $950),other,MISDEMEANOR,1,1
VC,21663,DRVG ON SIDEWALK (I),other,INFRACTION,1,1
PC,368(D),THEFT FROM ELDER/DEPENDENT ADULT BY NON-CARETAKER (OVER $400),ambiguous_related,FELONY,1,1
PC,368(C),ELDER ABUSE/NEGLECT,ambiguous_related,MIS,1,1
PC,368(B)(1),ACTIONS LIKELY TO CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT,ambiguous_related,MIS,1,1
PC,350(B),MFG/SELL COUNTERFEIT REGISTERED MARK W/PR (F),other,FELONY,1,1
PC,475(C),PASS COMPLETED CHECK WITH INTENT TO DEFRAUD,other,FELONY,1,1
PC,475(B),P0SSESS BLANK CHECK:DEFRAUD,other,FELONY,1,1
PC,475(B),P0SSESS BLANK CHECK:DEFRAUD,other,FEL,1,1
PC,473(B),FORGERY THAT DOES NOT EXCEED $950 (M),other,MISDEMEANOR,1,1
PC,141(A),TAMPER WITH EVIDENCE,other,MIS,1,1
PC,136.1(B)(3),ATT PREVENT/DISSUADE VIC/WIT FROM SEEKING ARREST (F),ambiguous_related,FELONY,1,1
VC,21651(C),LANE USAGE:DIV HWY:DRIVE WRONG SIDE OF BARRIER:INJ/DEATH (F),other,FELONY,1,1
VC,21650,LANE USAGE:FAIL TO DRIVE ON RIGHT HALF OF ROAD (I),other,INFRACTION,1,1
VC,21461A,TRAFFIC CONTROL DEV:DRVR FAILURE TO OBEY,other,INFRACTION,1,1
VC,21457A,SIGNAL LIGHTS:FLASHING RED,other,INFRACTION,1,1
VC,21455,SIGNAL LIGHTS:NON-INTERSECTION (I),other,INFRACTION,1,1
VC,22348A,EXCEED SPEED LIMIT AS SET IN VC 22349 OR VC 22356 (I),other,INFRACTION,1,1
VC,22106,UNSAFE START ON HWY (I),other,INFRACTION,1,1
VC,22100B,TURNS:IMPROPER LEFT HAND TURN (I),other,INFRACTION,1,1
VC,22100A,TURNS:IMPROPER RIGHT HAND TURN (I),other,INFRACTION,1,1
PC,262A,RAPE SPOUSE BY FORCE/FEAR (F),core_dv,FELONY,1,1
PC,262(A)2,RAPE OF SPOUSE UNDER CONTROLLED SUB (F),core_dv,FELONY,1,1
PC,26180(A),KNOWINGLY FILE FALSE INFORMATION ON WEAPON ON LICENSE (M),ambiguous_related,MISDEMEANOR,1,1
PC,26100(D),DISCHARGE FIREARM FROM VEHICLE (F),ambiguous_related,FELONY,1,1
PC,261(A)(7),RAPE:BY THREAT OF AUTHORITY TO ARREST/DEPORT (F),ambiguous_related,FELONY,1,1
PC,261(A)(4),RAPE:VIC UNCONSCIOUS OF THE NATURE OF THE ACT (F),ambiguous_related,FELONY,1,1
VC,22100.5,TURNS:WRONG LANE U-TURN VIOL (I),other,INFRACTION,1,1
VC,21954A,RIGHT-OF-WAY:PED NOT IN CROSSWALK YIELD TO VEHS (M),other,INFRACTION,1,1
VC,21950B,PED IN CROSSWALK: STOP/DELAY VEHICLES OR SUDDENLY LEAVE PLACE OF SAFETY (I),other,INFRACTION,1,1
VC,21809(A),CHANGE LANE FOR EMERGENCY VEHICLE (I),other,INFRACTION,1,1
VC,21806C,RIGHT-OF-WAY:PEDESTRIAN YIELD TO EMERGENCY VEH (I),other,INFRACTION,1,1
VC,21755(A),PASSING: UNSAFE PASSING ON RIGHT OR ON SHOULDER (I),other,INFRACTION,1,1
PC,1203.3,PROBATION REVOKED/ETC.,other,OTHER,1,1
PC,470B,POSS DRVRS LIC/IDENT TO COMMIT FORGERY,other,FEL,1,1
PC,470B,FORGE/HANDWRITING (M),other,FELONY,1,1
PC,470A,ALTER/FORGE/FALSIFY DRVRS LIC/IDENT,other,FEL,1,1
PC,470(A),FORGERY,other,FEL,1,1
PC,466.6(A),MAKE Mot Veh KEY W/O WORK ORDER (M),other,MISDEMEANOR,1,1
PC,466.5(B),ULAWFUL USE OF VEH MASTER KEY (M),other,MISDEMEANOR,1,1
PC,4600(A),DAMAGE JAIL/PRISON/PROPERTY (UNDER $950),other,MIS,1,1
PC,4600(A),DAMAGE JAIL/PRISON/PROPERTY (OVER $950),other,FEL,1,1
PC,369G(A),DRIVE/RIDE ALONG RAILROAD TRACK (M),other,MISDEMEANOR,1,1
VC,22520.5(A),VENDING ON/NEAR FREEWAY (I),other,INFRACTION,1,1
VC,22517,UNSAFE OPENING OF VEH DOOR (I),other,INFRACTION,1,1
VC,22507.8A,PARK IN DISABLED PARKING STALL WITHOUT PROPER PLACARD (I),other,INFRACTION,1,1
VC,22451B,"SHALL NOT PROCEED THROUGH, AROUND, UNDER CLOSED CROSSING GATE (I)",other,INFRACTION,1,1
VC,22356(B),EXCEED 70 MPH ON FREEWAY WHERE POSTED (I),other,INFRACTION,1,1
VC,22350,UNSAFE SPEED (BASIC SPEED LAW),other,INFRACTION,1,1
VC,23111,THROW CIGARETTE/MATCH/ETC ON HWY (M),other,INFRACTION,1,1
VC,23109(C),ILLEGAL SPEED EXHIBITION,other,MISDEMEANOR,1,1
VC,23103(A),RECKLESS DRVG:HWY,other,MIS,1,1
HS,11362.4(C),SMOKE/POSSES MARIJUANA BY SCHOOL - OVER 18 (M),other,MISDEMEANOR,1,1
HS,11362.4 (B),SMOKE MARIJUANA WHERE TOBACCO IS PROHIBITED (I),other,INFRACTION,1,1
HS,11360A3D,TRANSPORT MARIJUANA FOR SALE - IMPORT INTO CA OR EXPORT OUT OF STATE (F),other,FELONY,1,1
HS,11359(D),EMPLOY INDIVIDUAL UNDER 21 TO SELL MARIJUANA (F),other,FELONY,1,1
HS,11359(B),POSSESS MARIJUANA FOR SALE,other,MIS,1,1
HS,11359(A),POSSESS MARIJUANA FOR SALE/UNDER 18 (I),other,INFRACTION,1,1
PC,261(A)(2),RAPE BY FORCE/FEAR/ETC (PRE-2007 CASES) (F),ambiguous_related,FELONY,1,1
PC,25850(C)(6),CARRY LOADED HANDGUN:NOT REGISTERED OWNER,other,FELONY,1,1
PC,25850(C)(3),CRIMINAL STREET GANG MEMBER CARRY LOADED FIREARM,other,FEL,1,1
PC,25850(A),CARRY LOADED FIREARM ON/IN PERSON/VEHICLE:PUBLIC PLACE,other,MISDEMEANOR,1,1
PC,25400(C)(6),CARRY A LOADED CONCEALED WEAPON ON PERSON,other,FEL,1,1
VC,22651O,"DISPLAY PERMIT, STICKER, PLATE NOT ISSUED FOR THAT VEHICLE (I)",other,INFRACTION,1,1
VC,22651(M),VEHICLE ON ROADWAY - BLOCK SPECIAL ACCESS - SIGNS POSTED (I),other,INFRACTION,1,1
PC,186.22(B)(1),PROMOTE/ASSIST FELONY CRIMINAL STREET GANG,other,FELONY,1,1
PC,186.22(B)(1),PROMOTE/ASSIST FELONY CRIMINAL STREET GANG,other,FEL,1,1
PC,186.22(A),PARTICIPATE IN CRIMINAL STREET GANG,other,FELONY,1,1
PC,368(E)(2),THEFT FROM ELDER/DEP ADULT BY CARETAKER [UNDER $950] (M),ambiguous_related,MISDEMEANOR,1,1
PC,4600,DAMAGE JAIL/PRISON/PROPERTY (OVER $950),other,FELONY,1,1
PC,148.3(B),FALSE REPORT OF EMERGENCY RSLT IN GBI/DEATH (F),other,FELONY,1,1
PC,148.10(A),RESIST PEACE OFFICER RESULTING IN DEATH/SBI,other,FELONY,1,1
PC,148.1(C),FALSE BOMB/ETC REPORT TO ANY PERSON (M),other,FELONY,1,1
PC,148.1(C),FALSE BOMB REPORT TO ANY PERS (All Other Offenses) (F),other,FELONY,1,1
PC,148.1(B),FALSE BOMB REPORT TO ON DUTY PEACE OFCR (F),other,FELONY,1,1
PC,25400(A)(1),CARRY CONCEALED WEAPON IN VEHICLE,other,FELONY,1,1
PC,25200(A),ALLOW CHILD ACCESS TO FIREARM (M),other,MISDEMEANOR,1,1
VC,23140(A),MINOR  UNDER 21YR DRIVE W/BAC 0.05,other,INF,1,1
VC,23136(A),DUI:UNDER 21YR W/BA.01 (ZERO TOLERANCE),other,INF,1,1
VC,23136,DUI:UNDER 21YR W/BA.01 (ZERO TOLERANCE),other,INFRACTION,1,1
VC,23114(B),ILLEGAL TRANS AGGREGATE:HWY (M),other,MISDEMEANOR,1,1
VC,23153(F),DUI DRUG:CAUSING BODILY INJURY,other,FELONY,1,1
VC,23153(F),DUI DRUG:CAUSING BODILY INJURY,other,FEL,1,1
VC,23153(B),DUI .08 ALC:CAUSING BODILY INJ,other,FELONY,1,1
VC,23153(A),DUI ALCOHOL:CAUSING BODILY INJURY,other,MIS,1,1
VC,23153(A),DUI ALCOHOL:CAUSING BODILY INJURY,other,FELONY,1,1
HS,11357.5(A),POSSESS/FURNISH SYNTHETIC CANNABINOID (M),other,MISDEMEANOR,1,1
HS,11357(D),POSSESSION OF LESS THAN 28.5 GRAMS OF MARIJUANA DURING K-12 SCHOOL -UNDER 18 (I),other,INFRACTION,1,1
HS,11357(A)(2),POSSESS MARIJUANA 28.5 GRAMS OR LESS - 18-21,other,INFRACTION,1,1
HS,11357(A)(2),POSSESS MARIJUANA 28.5 GRAMS OR LESS - 18-21,other,INF,1,1
VC,23140A,MINOR UNDER 21YR DRIVE W/BAC 0.05,other,INFRACTION,1,1
PC,243(C)(2),BATTERY AGAINST POLICE OFFICER WITH SERIOUS INJURY,ambiguous_related,FEL,1,1
PC,243(C)(2),BATTERY AGAINST POLICE OFFICER WITH MINOR INJURY,ambiguous_related,FEL,1,1
PC,242,BATTERY ON PERSON (M),ambiguous_related,MISDEMEANOR,1,1
PC,25400(A)(2),CARRY CONCEALED WEAPON ON PERSON,other,FELONY,1,1
PC,18715(A),POSSESS DESTRUCTIVE DEVICE NEAR THEATER/HOTEL (F),ambiguous_related,FELONY,1,1
PC,186.26(C),USE PHYSICAL VIOL COERCE:PREVENT LEAVING CRIM ST GANG (F),other,FELONY,1,1
PC,148(C),REMOVE/ETC PEACE OFFICER/ETC FIREARM:SPEC CIRC (F),other,FELONY,1,1
PC,148(A)(2),OBSTRUCT/DISRUPTS PUBLIC SAFETY RADIO FREQUENCY (M),other,MISDEMEANOR,1,1
